단계,레벨,공격력,방어력,체력,공격력 강화 비용(G),방어력 강화 비용(G),체력 강화 비용(G),공격력 누적 비용(G),방어력 누적 비용(G),체력 누적 비용(G)
7,3762,3762,1881,28215,985,947,796,1897565,1826820,1543845
7,3763,3763,1882,28223,985,947,797,1898550,1827767,1544641
7,3764,3764,1882,28230,985,947,797,1899535,1828714,1545438
7,3765,3765,1883,28238,985,948,797,1900520,1829661,1546235
7,3766,3766,1883,28245,986,948,797,1901505,1830609,1547032
7,3767,3767,1884,28253,986,948,797,1902491,1831557,1547829
7,3768,3768,1884,28260,986,948,798,1903477,1832505,1548626
7,3769,3769,1885,28268,986,949,798,1904463,1833453,1549424
7,3770,3770,1885,28275,987,949,798,1905449,1834402,1550222
7,3771,3771,1886,28283,987,949,798,1906436,1835351,1551020
7,3772,3772,1886,28290,987,949,799,1907423,1836300,1551818
7,3773,3773,1887,28298,987,950,799,1908410,1837249,1552617
7,3774,3774,1887,28305,988,950,799,1909397,1838199,1553416
7,3775,3775,1888,28313,988,950,799,1910385,1839149,1554215
7,3776,3776,1888,28320,988,950,799,1911373,1840099,1555014
7,3777,3777,1889,28328,988,951,800,1912361,1841049,1555813
7,3778,3778,1889,28335,989,951,800,1913349,1842000,1556613
7,3779,3779,1890,28343,989,951,800,1914338,1842951,1557413
7,3780,3780,1890,28350,989,951,800,1915327,1843902,1558213
7,3781,3781,1891,28358,989,952,800,1916316,1844853,1559013
7,3782,3782,1891,28365,990,952,801,1917305,1845805,1559813
7,3783,3783,1892,28373,990,952,801,1918295,1846757,1560614
7,3784,3784,1892,28380,990,952,801,1919285,1847709,1561415
7,3785,3785,1893,28388,990,953,801,1920275,1848661,1562216
7,3786,3786,1893,28395,991,953,801,1921265,1849614,1563017
7,3787,3787,1894,28403,991,953,802,1922256,1850567,1563818
7,3788,3788,1894,28410,991,953,802,1923247,1851520,1564620
7,3789,3789,1895,28418,991,954,802,1924238,1852473,1565422
7,3790,3790,1895,28425,992,954,802,1925229,1853427,1566224
7,3791,3791,1896,28433,992,954,802,1926221,1854381,1567026
7,3792,3792,1896,28440,992,954,803,1927213,1855335,1567828
7,3793,3793,1897,28448,992,955,803,1928205,1856289,1568631
7,3794,3794,1897,28455,993,955,803,1929197,1857244,1569434
7,3795,3795,1898,28463,993,955,803,1930190,1858199,1570237
7,3796,3796,1898,28470,993,955,803,1931183,1859154,1571040
7,3797,3797,1899,28478,993,956,804,1932176,1860109,1571843
7,3798,3798,1899,28485,994,956,804,1933169,1861065,1572647
7,3799,3799,1900,28493,994,956,804,1934163,1862021,1573451
7,3800,3800,1900,28500,994,956,804,1935157,1862977,1574255
7,3801,3801,1901,28508,995,957,804,1936151,1863933,1575059
7,3802,3802,1901,28515,995,957,805,1937146,1864890,1575863
7,3803,3803,1902,28523,995,957,805,1938141,1865847,1576668
7,3804,3804,1902,28530,995,957,805,1939136,1866804,1577473
7,3805,3805,1903,28538,996,957,805,1940131,1867761,1578278
7,3806,3806,1903,28545,996,958,805,1941127,1868718,1579083
7,3807,3807,1904,28553,996,958,806,1942123,1869676,1579888
7,3808,3808,1904,28560,996,958,806,1943119,1870634,1580694
7,3809,3809,1905,28568,997,958,806,1944115,1871592,1581500
7,3810,3810,1905,28575,997,959,806,1945112,1872550,1582306
7,3811,3811,1906,28583,997,959,807,1946109,1873509,1583112
7,3812,3812,1906,28590,997,959,807,1947106,1874468,1583919
7,3813,3813,1907,28598,998,959,807,1948103,1875427,1584726
7,3814,3814,1907,28605,998,960,807,1949101,1876386,1585533
7,3815,3815,1908,28613,998,960,807,1950099,1877346,1586340
7,3816,3816,1908,28620,998,960,808,1951097,1878306,1587147
7,3817,3817,1909,28628,999,960,808,1952095,1879266,1587955
7,3818,3818,1909,28635,999,961,808,1953094,1880226,1588763
7,3819,3819,1910,28643,999,961,808,1954093,1881187,1589571
7,3820,3820,1910,28650,999,961,808,1955092,1882148,1590379
7,3821,3821,1911,28658,1000,961,809,1956091,1883109,1591187
7,3822,3822,1911,28665,1000,962,809,1957091,1884070,1591996
7,3823,3823,1912,28673,1000,962,809,1958091,1885032,1592805
7,3824,3824,1912,28680,1000,962,809,1959091,1885994,1593614
7,3825,3825,1913,28688,1001,962,809,1960091,1886956,1594423
7,3826,3826,1913,28695,1001,963,810,1961092,1887918,1595232
7,3827,3827,1914,28703,1001,963,810,1962093,1888881,1596042
7,3828,3828,1914,28710,1001,963,810,1963094,1889844,1596852
7,3829,3829,1915,28718,1002,963,810,1964095,1890807,1597662
7,3830,3830,1915,28725,1002,964,810,1965097,1891770,1598472
7,3831,3831,1916,28733,1002,964,811,1966099,1892734,1599282
7,3832,3832,1916,28740,1002,964,811,1967101,1893698,1600093
7,3833,3833,1917,28748,1003,964,811,1968103,1894662,1600904
7,3834,3834,1917,28755,1003,965,811,1969106,1895626,1601715
7,3835,3835,1918,28763,1003,965,811,1970109,1896591,1602526
7,3836,3836,1918,28770,1003,965,812,1971112,1897556,1603337
7,3837,3837,1919,28778,1004,965,812,1972115,1898521,1604149
7,3838,3838,1919,28785,1004,966,812,1973119,1899486,1604961
7,3839,3839,1920,28793,1004,966,812,1974123,1900452,1605773
7,3840,3840,1920,28800,1004,966,812,1975127,1901418,1606585
7,3841,3841,1921,28808,1005,966,813,1976131,1902384,1607397
7,3842,3842,1921,28815,1005,967,813,1977136,1903350,1608210
7,3843,3843,1922,28823,1005,967,813,1978141,1904317,1609023
7,3844,3844,1922,28830,1005,967,813,1979146,1905284,1609836
7,3845,3845,1923,28838,1006,967,813,1980151,1906251,1610649
7,3846,3846,1923,28845,1006,968,814,1981157,1907218,1611462
7,3847,3847,1924,28853,1006,968,814,1982163,1908186,1612276
7,3848,3848,1924,28860,1007,968,814,1983169,1909154,1613090
7,3849,3849,1925,28868,1007,968,814,1984176,1910122,1613904
7,3850,3850,1925,28875,1007,969,815,1985183,1911090,1614718
7,3851,3851,1926,28883,1007,969,815,1986190,1912059,1615533
7,3852,3852,1926,28890,1008,969,815,1987197,1913028,1616348
7,3853,3853,1927,28898,1008,969,815,1988205,1913997,1617163
7,3854,3854,1927,28905,1008,970,815,1989213,1914966,1617978
7,3855,3855,1928,28913,1008,970,816,1990221,1915936,1618793
7,3856,3856,1928,28920,1009,970,816,1991229,1916906,1619609
7,3857,3857,1929,28928,1009,970,816,1992238,1917876,1620425
7,3858,3858,1929,28935,1009,970,816,1993247,1918846,1621241
7,3859,3859,1930,28943,1009,971,816,1994256,1919816,1622057
7,3860,3860,1930,28950,1010,971,817,1995265,1920787,1622873
7,3861,3861,1931,28958,1010,971,817,1996275,1921758,1623690
7,3862,3862,1931,28965,1010,971,817,1997285,1922729,1624507
7,3863,3863,1932,28973,1010,972,817,1998295,1923700,1625324
7,3864,3864,1932,28980,1011,972,817,1999305,1924672,1626141
7,3865,3865,1933,28988,1011,972,818,2000316,1925644,1626958
7,3866,3866,1933,28995,1011,972,818,2001327,1926616,1627776
7,3867,3867,1934,29003,1011,973,818,2002338,1927588,1628594
7,3868,3868,1934,29010,1012,973,818,2003349,1928561,1629412
7,3869,3869,1935,29018,1012,973,818,2004361,1929534,1630230
7,3870,3870,1935,29025,1012,973,819,2005373,1930507,1631048
7,3871,3871,1936,29033,1012,974,819,2006385,1931480,1631867
7,3872,3872,1936,29040,1013,974,819,2007397,1932454,1632686
7,3873,3873,1937,29048,1013,974,819,2008410,1933428,1633505
7,3874,3874,1937,29055,1013,974,819,2009423,1934402,1634324
7,3875,3875,1938,29063,1013,975,820,2010436,1935376,1635143
7,3876,3876,1938,29070,1014,975,820,2011449,1936351,1635963
7,3877,3877,1939,29078,1014,975,820,2012463,1937326,1636783
7,3878,3878,1939,29085,1014,975,820,2013477,1938301,1637603
7,3879,3879,1940,29093,1014,976,820,2014491,1939276,1638423
7,3880,3880,1940,29100,1015,976,821,2015505,1940252,1639243
7,3881,3881,1941,29108,1015,976,821,2016520,1941228,1640064
7,3882,3882,1941,29115,1015,976,821,2017535,1942204,1640885
7,3883,3883,1942,29123,1015,977,821,2018550,1943180,1641706
7,3884,3884,1942,29130,1016,977,821,2019565,1944157,1642527
7,3885,3885,1943,29138,1016,977,822,2020581,1945134,1643348
7,3886,3886,1943,29145,1016,977,822,2021597,1946111,1644170
7,3887,3887,1944,29153,1016,978,822,2022613,1947088,1644992
7,3888,3888,1944,29160,1017,978,822,2023629,1948066,1645814
7,3889,3889,1945,29168,1017,978,823,2024646,1949044,1646636
7,3890,3890,1945,29175,1017,978,823,2025663,1950022,1647459
7,3891,3891,1946,29183,1017,979,823,2026680,1951000,1648282
7,3892,3892,1946,29190,1018,979,823,2027697,1951979,1649105
7,3893,3893,1947,29198,1018,979,823,2028715,1952958,1649928
7,3894,3894,1947,29205,1018,979,824,2029733,1953937,1650751
7,3895,3895,1948,29213,1019,980,824,2030751,1954916,1651575
7,3896,3896,1948,29220,1019,980,824,2031770,1955896,1652399
7,3897,3897,1949,29228,1019,980,824,2032789,1956876,1653223
7,3898,3898,1949,29235,1019,980,824,2033808,1957856,1654047
7,3899,3899,1950,29243,1020,981,825,2034827,1958836,1654871
7,3900,3900,1950,29250,1020,981,825,2035847,1959817,1655696
7,3901,3901,1951,29258,1020,981,825,2036867,1960798,1656521
7,3902,3902,1951,29265,1020,981,825,2037887,1961779,1657346
7,3903,3903,1952,29273,1021,982,825,2038907,1962760,1658171
7,3904,3904,1952,29280,1021,982,826,2039928,1963742,1658996
7,3905,3905,1953,29288,1021,982,826,2040949,1964724,1659822
7,3906,3906,1953,29295,1021,982,826,2041970,1965706,1660648
7,3907,3907,1954,29303,1022,982,826,2042991,1966688,1661474
7,3908,3908,1954,29310,1022,983,826,2044013,1967670,1662300
7,3909,3909,1955,29318,1022,983,827,2045035,1968653,1663126
7,3910,3910,1955,29325,1022,983,827,2046057,1969636,1663953
7,3911,3911,1956,29333,1023,983,827,2047079,1970619,1664780
7,3912,3912,1956,29340,1023,984,827,2048102,1971602,1665607
7,3913,3913,1957,29348,1023,984,827,2049125,1972586,1666434
7,3914,3914,1957,29355,1023,984,828,2050148,1973570,1667261
7,3915,3915,1958,29363,1024,984,828,2051171,1974554,1668089
7,3916,3916,1958,29370,1024,985,828,2052195,1975538,1668917
7,3917,3917,1959,29378,1024,985,828,2053219,1976523,1669745
7,3918,3918,1959,29385,1024,985,828,2054243,1977508,1670573
7,3919,3919,1960,29393,1025,985,829,2055267,1978493,1671401
7,3920,3920,1960,29400,1025,986,829,2056292,1979478,1672230
7,3921,3921,1961,29408,1025,986,829,2057317,1980464,1673059
7,3922,3922,1961,29415,1025,986,829,2058342,1981450,1673888
7,3923,3923,1962,29423,1026,986,829,2059367,1982436,1674717
7,3924,3924,1962,29430,1026,987,830,2060393,1983422,1675546
7,3925,3925,1963,29438,1026,987,830,2061419,1984409,1676376
7,3926,3926,1963,29445,1026,987,830,2062445,1985396,1677206
7,3927,3927,1964,29453,1027,987,830,2063471,1986383,1678036
7,3928,3928,1964,29460,1027,988,831,2064498,1987370,1678866
7,3929,3929,1965,29468,1027,988,831,2065525,1988358,1679697
7,3930,3930,1965,29475,1027,988,831,2066552,1989346,1680528
7,3931,3931,1966,29483,1028,988,831,2067579,1990334,1681359
7,3932,3932,1966,29490,1028,989,831,2068607,1991322,1682190
7,3933,3933,1967,29498,1028,989,832,2069635,1992311,1683021
7,3934,3934,1967,29505,1028,989,832,2070663,1993300,1683853
7,3935,3935,1968,29513,1029,989,832,2071691,1994289,1684685
7,3936,3936,1968,29520,1029,990,832,2072720,1995278,1685517
7,3937,3937,1969,29528,1029,990,832,2073749,1996268,1686349
7,3938,3938,1969,29535,1029,990,833,2074778,1997258,1687181
7,3939,3939,1970,29543,1030,990,833,2075807,1998248,1688014
7,3940,3940,1970,29550,1030,991,833,2076837,1999238,1688847
7,3941,3941,1971,29558,1030,991,833,2077867,2000229,1689680
7,3942,3942,1971,29565,1030,991,833,2078897,2001220,1690513
7,3943,3943,1972,29573,1031,991,834,2079927,2002211,1691346
7,3944,3944,1972,29580,1031,992,834,2080958,2003202,1692180
7,3945,3945,1973,29588,1031,992,834,2081989,2004194,1693014
7,3946,3946,1973,29595,1032,992,834,2083020,2005186,1693848
7,3947,3947,1974,29603,1032,992,834,2084052,2006178,1694682
7,3948,3948,1974,29610,1032,993,835,2085084,2007170,1695516
7,3949,3949,1975,29618,1032,993,835,2086116,2008163,1696351
7,3950,3950,1975,29625,1033,993,835,2087148,2009156,1697186
7,3951,3951,1976,29633,1033,993,835,2088181,2010149,1698021
7,3952,3952,1976,29640,1033,994,835,2089214,2011142,1698856
7,3953,3953,1977,29648,1033,994,836,2090247,2012136,1699691
7,3954,3954,1977,29655,1034,994,836,2091280,2013130,1700527
7,3955,3955,1978,29663,1034,994,836,2092314,2014124,1701363
7,3956,3956,1978,29670,1034,995,836,2093348,2015118,1702199
7,3957,3957,1979,29678,1034,995,836,2094382,2016113,1703035
7,3958,3958,1979,29685,1035,995,837,2095416,2017108,1703871
7,3959,3959,1980,29693,1035,995,837,2096451,2018103,1704708
7,3960,3960,1980,29700,1035,995,837,2097486,2019098,1705545
7,3961,3961,1981,29708,1035,996,837,2098521,2020093,1706382
7,3962,3962,1981,29715,1036,996,838,2099556,2021089,1707219
7,3963,3963,1982,29723,1036,996,838,2100592,2022085,1708057
7,3964,3964,1982,29730,1036,996,838,2101628,2023081,1708895
7,3965,3965,1983,29738,1036,997,838,2102664,2024077,1709733
7,3966,3966,1983,29745,1037,997,838,2103700,2025074,1710571
7,3967,3967,1984,29753,1037,997,839,2104737,2026071,1711409
7,3968,3968,1984,29760,1037,997,839,2105774,2027068,1712248
7,3969,3969,1985,29768,1037,998,839,2106811,2028065,1713087
7,3970,3970,1985,29775,1038,998,839,2107848,2029063,1713926
7,3971,3971,1986,29783,1038,998,839,2108886,2030061,1714765
7,3972,3972,1986,29790,1038,998,840,2109924,2031059,1715604
7,3973,3973,1987,29798,1038,999,840,2110962,2032057,1716444
7,3974,3974,1987,29805,1039,999,840,2112000,2033056,1717284
7,3975,3975,1988,29813,1039,999,840,2113039,2034055,1718124
7,3976,3976,1988,29820,1039,999,840,2114078,2035054,1718964
7,3977,3977,1989,29828,1039,1000,841,2115117,2036053,1719804
7,3978,3978,1989,29835,1040,1000,841,2116156,2037053,1720645
7,3979,3979,1990,29843,1040,1000,841,2117196,2038053,1721486
7,3980,3980,1990,29850,1040,1000,841,2118236,2039053,1722327
7,3981,3981,1991,29858,1040,1001,841,2119276,2040053,1723168
7,3982,3982,1991,29865,1041,1001,842,2120316,2041054,1724009
7,3983,3983,1992,29873,1041,1001,842,2121357,2042055,1724851
7,3984,3984,1992,29880,1041,1001,842,2122398,2043056,1725693
7,3985,3985,1993,29888,1041,1002,842,2123439,2044057,1726535
7,3986,3986,1993,29895,1042,1002,842,2124480,2045059,1727377
7,3987,3987,1994,29903,1042,1002,843,2125522,2046061,1728219
7,3988,3988,1994,29910,1042,1002,843,2126564,2047063,1729062
7,3989,3989,1995,29918,1042,1003,843,2127606,2048065,1729905
7,3990,3990,1995,29925,1043,1003,843,2128648,2049068,1730748
7,3991,3991,1996,29933,1043,1003,843,2129691,2050071,1731591
7,3992,3992,1996,29940,1043,1003,844,2130734,2051074,1732434
7,3993,3993,1997,29948,1044,1004,844,2131777,2052077,1733278
7,3994,3994,1997,29955,1044,1004,844,2132821,2053081,1734122
7,3995,3995,1998,29963,1044,1004,844,2133865,2054085,1734966
7,3996,3996,1998,29970,1044,1004,844,2134909,2055089,1735810
7,3997,3997,1999,29978,1045,1005,845,2135953,2056093,1736654
7,3998,3998,1999,29985,1045,1005,845,2136998,2057098,1737499
7,3999,3999,2000,29993,1045,1005,845,2138043,2058103,1738344
7,4000,4000,2000,30000,1045,1005,845,2139088,2059108,1739189
7,4001,4001,2001,30008,1046,1006,846,2140133,2060113,1740034
7,4002,4002,2001,30015,1046,1006,846,2141179,2061119,1740880
7,4003,4003,2002,30023,1046,1006,846,2142225,2062125,1741726
7,4004,4004,2002,30030,1046,1006,846,2143271,2063131,1742572
7,4005,4005,2003,30038,1047,1007,846,2144317,2064137,1743418
7,4006,4006,2003,30045,1047,1007,847,2145364,2065144,1744264
7,4007,4007,2004,30053,1047,1007,847,2146411,2066151,1745111
7,4008,4008,2004,30060,1047,1007,847,2147458,2067158,1745958
7,4009,4009,2005,30068,1048,1008,847,2148505,2068165,1746805
7,4010,4010,2005,30075,1048,1008,847,2149553,2069173,1747652
7,4011,4011,2006,30083,1048,1008,848,2150601,2070181,1748499
7,4012,4012,2006,30090,1048,1008,848,2151649,2071189,1749347
7,4013,4013,2007,30098,1049,1008,848,2152697,2072197,1750195
7,4014,4014,2007,30105,1049,1009,848,2153746,2073205,1751043
7,4015,4015,2008,30113,1049,1009,848,2154795,2074214,1751891
7,4016,4016,2008,30120,1049,1009,849,2155844,2075223,1752739
7,4017,4017,2009,30128,1050,1009,849,2156893,2076232,1753588
7,4018,4018,2009,30135,1050,1010,849,2157943,2077241,1754437
7,4019,4019,2010,30143,1050,1010,849,2158993,2078251,1755286
7,4020,4020,2010,30150,1050,1010,849,2160043,2079261,1756135
7,4021,4021,2011,30158,1051,1010,850,2161093,2080271,1756984
7,4022,4022,2011,30165,1051,1011,850,2162144,2081281,1757834
7,4023,4023,2012,30173,1051,1011,850,2163195,2082292,1758684
7,4024,4024,2012,30180,1051,1011,850,2164246,2083303,1759534
7,4025,4025,2013,30188,1052,1011,850,2165297,2084314,1760384
7,4026,4026,2013,30195,1052,1012,851,2166349,2085325,1761234
7,4027,4027,2014,30203,1052,1012,851,2167401,2086337,1762085
7,4028,4028,2014,30210,1052,1012,851,2168453,2087349,1762936
7,4029,4029,2015,30218,1053,1012,851,2169505,2088361,1763787
7,4030,4030,2015,30225,1053,1013,851,2170558,2089373,1764638
7,4031,4031,2016,30233,1053,1013,852,2171611,2090386,1765489
7,4032,4032,2016,30240,1053,1013,852,2172664,2091399,1766341
7,4033,4033,2017,30248,1054,1013,852,2173717,2092412,1767193
7,4034,4034,2017,30255,1054,1014,852,2174771,2093425,1768045
7,4035,4035,2018,30263,1054,1014,852,2175825,2094439,1768897
7,4036,4036,2018,30270,1054,1014,853,2176879,2095453,1769749
7,4037,4037,2019,30278,1055,1014,853,2177933,2096467,1770602
7,4038,4038,2019,30285,1055,1015,853,2178988,2097481,1771455
7,4039,4039,2020,30293,1055,1015,853,2180043,2098496,1772308
7,4040,4040,2020,30300,1056,1015,854,2181098,2099511,1773161
7,4041,4041,2021,30308,1056,1015,854,2182154,2100526,1774015
7,4042,4042,2021,30315,1056,1016,854,2183210,2101541,1774869
7,4043,4043,2022,30323,1056,1016,854,2184266,2102557,1775723
7,4044,4044,2022,30330,1057,1016,854,2185322,2103573,1776577
7,4045,4045,2023,30338,1057,1016,855,2186379,2104589,1777431
7,4046,4046,2023,30345,1057,1017,855,2187436,2105605,1778286
7,4047,4047,2024,30353,1057,1017,855,2188493,2106622,1779141
7,4048,4048,2024,30360,1058,1017,855,2189550,2107639,1779996
7,4049,4049,2025,30368,1058,1017,855,2190608,2108656,1780851
7,4050,4050,2025,30375,1058,1018,856,2191666,2109673,1781706
7,4051,4051,2026,30383,1058,1018,856,2192724,2110691,1782562
7,4052,4052,2026,30390,1059,1018,856,2193782,2111709,1783418
7,4053,4053,2027,30398,1059,1018,856,2194841,2112727,1784274
7,4054,4054,2027,30405,1059,1019,856,2195900,2113745,1785130
7,4055,4055,2028,30413,1059,1019,857,2196959,2114764,1785986
7,4056,4056,2028,30420,1060,1019,857,2198018,2115783,1786843
7,4057,4057,2029,30428,1060,1019,857,2199078,2116802,1787700
7,4058,4058,2029,30435,1060,1020,857,2200138,2117821,1788557
7,4059,4059,2030,30443,1060,1020,857,2201198,2118841,1789414
7,4060,4060,2030,30450,1061,1020,858,2202258,2119861,1790271
7,4061,4061,2031,30458,1061,1020,858,2203319,2120881,1791129
7,4062,4062,2031,30465,1061,1021,858,2204380,2121901,1791987
7,4063,4063,2032,30473,1061,1021,858,2205441,2122922,1792845
7,4064,4064,2032,30480,1062,1021,858,2206502,2123943,1793703
7,4065,4065,2033,30488,1062,1021,859,2207564,2124964,1794561
7,4066,4066,2033,30495,1062,1021,859,2208626,2125985,1795420
7,4067,4067,2034,30503,1062,1022,859,2209688,2127006,1796279
7,4068,4068,2034,30510,1063,1022,859,2210750,2128028,1797138
7,4069,4069,2035,30518,1063,1022,859,2211813,2129050,1797997
7,4070,4070,2035,30525,1063,1022,860,2212876,2130072,1798856
7,4071,4071,2036,30533,1063,1023,860,2213939,2131094,1799716
7,4072,4072,2036,30540,1064,1023,860,2215002,2132117,1800576
7,4073,4073,2037,30548,1064,1023,860,2216066,2133140,1801436
7,4074,4074,2037,30555,1064,1023,860,2217130,2134163,1802296
7,4075,4075,2038,30563,1064,1024,861,2218194,2135186,1803156
7,4076,4076,2038,30570,1065,1024,861,2219258,2136210,1804017
7,4077,4077,2039,30578,1065,1024,861,2220323,2137234,1804878
7,4078,4078,2039,30585,1065,1024,861,2221388,2138258,1805739
7,4079,4079,2040,30593,1065,1025,862,2222453,2139282,1806600
7,4080,4080,2040,30600,1066,1025,862,2223518,2140307,1807462
7,4081,4081,2041,30608,1066,1025,862,2224584,2141332,1808324
7,4082,4082,2041,30615,1066,1025,862,2225650,2142357,1809186
7,4083,4083,2042,30623,1066,1026,862,2226716,2143382,1810048
7,4084,4084,2042,30630,1067,1026,863,2227782,2144408,1810910
7,4085,4085,2043,30638,1067,1026,863,2228849,2145434,1811773
7,4086,4086,2043,30645,1067,1026,863,2229916,2146460,1812636
7,4087,4087,2044,30653,1068,1027,863,2230983,2147486,1813499
7,4088,4088,2044,30660,1068,1027,863,2232051,2148513,1814362
7,4089,4089,2045,30668,1068,1027,864,2233119,2149540,1815225
7,4090,4090,2045,30675,1068,1027,864,2234187,2150567,1816089
7,4091,4091,2046,30683,1069,1028,864,2235255,2151594,1816953
7,4092,4092,2046,30690,1069,1028,864,2236324,2152622,1817817
7,4093,4093,2047,30698,1069,1028,864,2237393,2153650,1818681
7,4094,4094,2047,30705,1069,1028,865,2238462,2154678,1819545
7,4095,4095,2048,30713,1070,1029,865,2239531,2155706,1820410
7,4096,4096,2048,30720,1070,1029,865,2240601,2156735,1821275
7,4097,4097,2049,30728,1070,1029,865,2241671,2157764,1822140
7,4098,4098,2049,30735,1070,1029,865,2242741,2158793,1823005
7,4099,4099,2050,30743,1071,1030,866,2243811,2159822,1823870
7,4100,4100,2050,30750,1071,1030,866,2244882,2160852,1824736
7,4101,4101,2051,30758,1071,1030,866,2245953,2161882,1825602
7,4102,4102,2051,30765,1071,1030,866,2247024,2162912,1826468
7,4103,4103,2052,30773,1072,1031,866,2248095,2163942,1827334
7,4104,4104,2052,30780,1072,1031,867,2249167,2164973,1828200
7,4105,4105,2053,30788,1072,1031,867,2250239,2166004,1829067
7,4106,4106,2053,30795,1072,1031,867,2251311,2167035,1829934
7,4107,4107,2054,30803,1073,1032,867,2252383,2168066,1830801
7,4108,4108,2054,30810,1073,1032,867,2253456,2169098,1831668
7,4109,4109,2055,30818,1073,1032,868,2254529,2170130,1832535
7,4110,4110,2055,30825,1073,1032,868,2255602,2171162,1833403
7,4111,4111,2056,30833,1074,1033,868,2256675,2172194,1834271
7,4112,4112,2056,30840,1074,1033,868,2257749,2173227,1835139
7,4113,4113,2057,30848,1074,1033,868,2258823,2174260,1836007
7,4114,4114,2057,30855,1074,1033,869,2259897,2175293,1836875
7,4115,4115,2058,30863,1075,1033,869,2260971,2176326,1837744
7,4116,4116,2058,30870,1075,1034,869,2262046,2177359,1838613
7,4117,4117,2059,30878,1075,1034,869,2263121,2178393,1839482
7,4118,4118,2059,30885,1075,1034,870,2264196,2179427,1840351
7,4119,4119,2060,30893,1076,1034,870,2265271,2180461,1841221
7,4120,4120,2060,30900,1076,1035,870,2266347,2181495,1842091
7,4121,4121,2061,30908,1076,1035,870,2267423,2182530,1842961
7,4122,4122,2061,30915,1076,1035,870,2268499,2183565,1843831
7,4123,4123,2062,30923,1077,1035,871,2269575,2184600,1844701
7,4124,4124,2062,30930,1077,1036,871,2270652,2185635,1845572
7,4125,4125,2063,30938,1077,1036,871,2271729,2186671,1846443
7,4126,4126,2063,30945,1077,1036,871,2272806,2187707,1847314
7,4127,4127,2064,30953,1078,1036,871,2273883,2188743,1848185
7,4128,4128,2064,30960,1078,1037,872,2274961,2189779,1849056
7,4129,4129,2065,30968,1078,1037,872,2276039,2190816,1849928
7,4130,4130,2065,30975,1078,1037,872,2277117,2191853,1850800
7,4131,4131,2066,30983,1079,1037,872,2278195,2192890,1851672
7,4132,4132,2066,30990,1079,1038,872,2279274,2193927,1852544
7,4133,4133,2067,30998,1079,1038,873,2280353,2194965,1853416
7,4134,4134,2067,31005,1079,1038,873,2281432,2196003,1854289
7,4135,4135,2068,31013,1080,1038,873,2282511,2197041,1855162
7,4136,4136,2068,31020,1080,1039,873,2283591,2198079,1856035
7,4137,4137,2069,31028,1080,1039,873,2284671,2199118,1856908
7,4138,4138,2069,31035,1081,1039,874,2285751,2200157,1857781
7,4139,4139,2070,31043,1081,1039,874,2286832,2201196,1858655
7,4140,4140,2070,31050,1081,1040,874,2287913,2202235,1859529
7,4141,4141,2071,31058,1081,1040,874,2288994,2203275,1860403
7,4142,4142,2071,31065,1082,1040,874,2290075,2204315,1861277
7,4143,4143,2072,31073,1082,1040,875,2291157,2205355,1862151
7,4144,4144,2072,31080,1082,1041,875,2292239,2206395,1863026
7,4145,4145,2073,31088,1082,1041,875,2293321,2207436,1863901
7,4146,4146,2073,31095,1083,1041,875,2294403,2208477,1864776
7,4147,4147,2074,31103,1083,1041,875,2295486,2209518,1865651
7,4148,4148,2074,31110,1083,1042,876,2296569,2210559,1866526
7,4149,4149,2075,31118,1083,1042,876,2297652,2211601,1867402
7,4150,4150,2075,31125,1084,1042,876,2298735,2212643,1868278
7,4151,4151,2076,31133,1084,1042,876,2299819,2213685,1869154
7,4152,4152,2076,31140,1084,1043,876,2300903,2214727,1870030
7,4153,4153,2077,31148,1084,1043,877,2301987,2215770,1870906
7,4154,4154,2077,31155,1085,1043,877,2303071,2216813,1871783
7,4155,4155,2078,31163,1085,1043,877,2304156,2217856,1872660
7,4156,4156,2078,31170,1085,1044,877,2305241,2218899,1873537
7,4157,4157,2079,31178,1085,1044,878,2306326,2219943,1874414
7,4158,4158,2079,31185,1086,1044,878,2307411,2220987,1875292
7,4159,4159,2080,31193,1086,1044,878,2308497,2222031,1876170
7,4160,4160,2080,31200,1086,1045,878,2309583,2223075,1877048
7,4161,4161,2081,31208,1086,1045,878,2310669,2224120,1877926
7,4162,4162,2081,31215,1087,1045,879,2311755,2225165,1878804
7,4163,4163,2082,31223,1087,1045,879,2312842,2226210,1879683
7,4164,4164,2082,31230,1087,1046,879,2313929,2227255,1880562
7,4165,4165,2083,31238,1087,1046,879,2315016,2228301,1881441
7,4166,4166,2083,31245,1088,1046,879,2316103,2229347,1882320
7,4167,4167,2084,31253,1088,1046,880,2317191,2230393,1883199
7,4168,4168,2084,31260,1088,1046,880,2318279,2231439,1884079
7,4169,4169,2085,31268,1088,1047,880,2319367,2232485,1884959
7,4170,4170,2085,31275,1089,1047,880,2320455,2233532,1885839
7,4171,4171,2086,31283,1089,1047,880,2321544,2234579,1886719
7,4172,4172,2086,31290,1089,1047,881,2322633,2235626,1887599
7,4173,4173,2087,31298,1089,1048,881,2323722,2236673,1888480
7,4174,4174,2087,31305,1090,1048,881,2324811,2237721,1889361
7,4175,4175,2088,31313,1090,1048,881,2325901,2238769,1890242
7,4176,4176,2088,31320,1090,1048,881,2326991,2239817,1891123
7,4177,4177,2089,31328,1090,1049,882,2328081,2240865,1892004
7,4178,4178,2089,31335,1091,1049,882,2329171,2241914,1892886
